title,productDesc,sellerID,price
Shrimp - Black Tiger 13/15,Hand mus/ten/fas/ops NEC,A40,65.39
Kumquat,Sm bowel stoma revision,A08,35.15
Kale - Red,Insert 4+ vasculr stents,A21,85.59
"Wine - Harrow Estates, Vidal",Family therapy,A11,23.24
Truffle Shells - Semi - Sweet,Low forceps w episiotomy,A44,85.59
"Ranchero - Primerba, Paste",Surg vessel occlus NEC,A20,21.47
Quinoa,Nephrocystanastomosi NOS,A41,84.48
Sage - Ground,Polypectomy of rectum,A20,30.42
Pears - Anjou,Excision thyroid lesion,A08,18.58
Cotton Wet Mop 16 Oz,Adductor tenotomy of hip,A32,29.91
Clementine,Aorta-subclv-carot bypas,A15,59.23
Chips - Assorted,Resect abdm aorta w repl,A26,72.46
Hog / Sausage Casing - Pork,Cholangiogram NEC,A38,79.2
Soup Knorr Chili With Beans,Intestinal anastom NOS,A08,52.06
Extract - Raspberry,Cricopharyngeal myotomy,A26,45
"Tart Shells - Sweet, 4",Dx proc mediastinum NEC,A29,51.56
"Pasta - Lasagne, Fresh",Removal head/neck FB,A22,81.88
Wine - Penfolds Koonuga Hill,Exc pituit les-transfron,A15,80.55
Soup - Campbells Chili Veg,Blow therapeut into tube,A40,69.49
"Pasta - Penne Primavera, Single",Aspiration of testes,A15,93.44
Pepper - Green Thai,Contrast phlebogram NEC,A32,80.44
Pears - Fiorelle,CV cath plcmt w guidance,A17,47.7
Wine - Kwv Chenin Blanc South,Epididymovasostomy,A15,65.76
"Pepper - Julienne, Frozen",Perirectal excision,A01,98.39
Sobe - Orange Carrot,Percutan bartholin aspir,A49,27.67
Chocolate - Dark Callets,Placental scan,A13,86.17
"Flour - Corn, Fine",Insert colonic stent NEC,A10,90.58
Salmon Atl.whole 8 - 10 Lb,Open pancreatic biopsy,A34,69.61
"Beans - Navy, Dry",Oth dx proced-humerus,A41,20
Aspic - Light,Cardiopulm resuscita NOS,A36,58.1
Laundry - Bag Cloth,Destr sm bowel les NEC,A21,6.38
Filling - Mince Meat,Finger injury op NOS,A48,62.95
Mince Meat - Filling,Spermatic cord incision,A36,79.74
The Pop Shoppe - Root Beer,Chorioret les rad implan,A22,86.62
"Wine - Sherry Dry Sack, William",Perscr/fit/disp contacts,A49,58.16
Wine - Cave Springs Dry Riesling,Retrogr cystourethrogram,A32,45.22
"Syrup - Monin, Irish Cream",Blood expander transfus,A41,93.56
Glass Clear 7 Oz Xl,Sinus punct for lavage,A17,57.33
Bag - Clear 7 Lb,Remov other genit device,A34,6.96
Stock - Fish,Stretching of foreskin,A41,71.57
"Nut - Walnut, Chopped",Bone grft to metacar/car,A34,81.76
"Melon - Watermelon, Seedless",Subtotal mastectomy,A36,67.87
Eggplant - Regular,Lap abd rep-diaphr hern,A37,80.81
Eggplant - Asian,Cystocele repair,A38,33.28
Nougat - Paste / Cream,Destruct esophag les NEC,A40,1.34
Shiratamako - Rice Flour,Exposure of tooth,A08,48.58
Wine - Stoneliegh Sauvignon,Removal spine stim lead,A36,23.72
Lid Tray - 16in Dome,Remov skel musc stimulat,A21,88.3
Onion - Dried,Incisional hernia repair,A01,56.99
"Lemonade - Black Cherry, 591 Ml",Opn thorc diaph hern NEC,A48,55.73
Cotton Wet Mop 16 Oz,Pancreatic dx proc NEC,A48,83.78
"Oil - Food, Lacquer Spray",Open reduct tm dislocat,A10,56.38
Coffee - Ristretto Coffee Capsule,Varicose v lig-strip NOS,A32,92.66
"Doilies - 5, Paper",Abdominal vein excision,A26,33.49
Salad Dressing,Operation on lens NEC,A01,12.42
"Carrots - Mini, Stem On",Lap lys perivesureth adh,A43,76.71
Jameson Irish Whiskey,Excision lingual tonsil,A19,6.57
Pastry - Raisin Muffin - Mini,Packed cell transfusion,A10,14.7
Wine - Montecillo Rioja Crianza,Contrast renal arteriogr,A11,22.94
Worcestershire Sauce,Quadricepsplasty,A31,94.24
"Fish - Artic Char, Cold Smoked",Implt cochlear prost NOS,A29,92.34
Coffee Cup 16oz Foam,Platelet transfusion,A17,96.08
Pork - Side Ribs,Remov pyelos/nephros tub,A40,84.98
Water - Spring Water 500ml,Bilat rad neck dissect,A38,63.36
"Sauce - Soya, Dark",Insert palatal implant,A15,52.33
Rice - Basmati,Deciduous tooth extract,A37,8.01
Cod - Black Whole Fillet,Inject ca chemother NEC,A40,15.76
"Beef - Bones, Cut - Up",Cl fx reduc-int fix NEC,A08,64.23
"Iced Tea - Lemon, 460 Ml",Rad excis ext ear les,A11,36.12
Lettuce - Green Leaf,Pharyngeal diverticulec,A17,84.64
Muffin - Carrot Individual Wrap,Esophagoscopy by incis,A17,32.33
Cookie Dough - Double,Ocular thermography,A20,55.42
Nestea - Iced Tea,Other plastic ops muscle,A15,23.16
Swiss Chard - Red,Opn fx red w int fix NOS,A41,41.76
Pea - Snow,Rejected kidney nephrect,A41,38.06
Wine - Redchard Merritt,Dx ultrasound NEC,A48,52.46
"Rum - Light, Captain Morgan",Pituitary fossa explorat,A17,83.69
Muffins - Assorted,Cystourethroplasty,A29,53.15
Vinegar - Champagne,Incision of chest wall,A44,1.77
"Chilli Paste, Hot Sambal Oelek",Incision of nose,A08,72
Truffle - Peelings,Closed bronchial biopsy,A08,40.25
V8 - Vegetable Cocktail,Rad subtot pancreatectom,A17,64.64
Basil - Pesto Sauce,Infus immunosup antibody,A29,66.45
"Lobster - Baby, Boiled",Pancreat sphincterotom,A15,55.66
Bulgar,Scrotum & tunica i & d,A08,43.91
Wine - Beaujolais Villages,Oth spinal thecal shunt,A10,88.96
Lettuce - Belgian Endive,Inject/infus nesiritide,A01,85.44
Energy Drink - Franks Original,Parasitology-musculoskel,A31,68.33
Wine - Sauvignon Blanc,Testicular repair NEC,A30,70.85
Wiberg Cure,Ankle joint biopsy,A15,44.93
Black Currants,Testes dx procedure NEC,A41,66.23
"Bread - White, Sliced",Oth arthrotomy-ankle,A01,78.41
Sauce - Plum,Total body perfusion,A29,8.17
Huck Towels White,Uterine support op NEC,A36,81.43
Bagel - Ched Chs Presliced,Oth metacarp/carp incis,A15,23.25
Table Cloth 54x54 White,Implt cardiodefib genatr,A11,75.27
Soup - Cream Of Potato / Leek,Occlude leg vein NEC,A44,95.7
Squid - U 5,Pancreat sphincterotom,A30,49.31
"Crush - Orange, 355ml",Retroperiton pneumogram,A15,61.1
"Pork - Loin, Center Cut",Systemic-pulm art shunt,A10,19.8
"Pork - Loin, Center Cut",Heart aneurysm excision,A43,26.6
Sole - Iqf,Hysteroscopy,A43,53.59
Sweet Pea Sprouts,Refus drs/drslmb ant/ant,A41,70.64
Curry Paste - Green Masala,Other bone division NOS,A22,79.56
Sugar - Fine,Routine psychiat visit,A37,72.31
"Pork - Bacon,back Peameal",Elbow structure division,A36,56.39
"Trout - Rainbow, Fresh",Tongue dx procedure NEC,A19,66.34
"Brownies - Two Bite, Chocolate",Bil exten rad mastectomy,A34,50.25
